emerg,pop
0.33,11.22
0.53,9.99
0.33,12.38
0.38,11.27
0.54,10.36
0.41,11.34
0.39,10.11
0.41,10.24
0.34,11.25
0.36,11.5
0.39,11.16
0.53,10.31
0.68,10.31
0.32,11.48
0.71,10.21
0.42,10.44
0.48,10.54
0.35,9.98
0.32,11.28
0.47,10.479999999999999
0.2,10.760000000000002
0.37,10.370000000000001
0.38,11.04
0.4,10.7
0.35,10.34
0.37,10.850000000000001
0.33,11.12
0.52,10.370000000000001
0.33,10.47
0.43,10.69
0.34,10.96
0.27,10.860000000000001
0.26,11.14
0.4,10.299999999999999
0.37,11.65
0.66,10.6
0.41,10.35
0.36,10.91
0.51,10.44
0.4,11.06
0.25,11.73
0.47,11.719999999999999
0.41,10.12
0.32,11.95
0.39,11.33
0.55,9.53
0.43,10.76
0.53,10.540000000000001
0.49,10.41
0.48,10.719999999999999
0.39,11.18
0.35,10.360000000000001
0.47,10.69
0.63,10.79
0.52,10.450000000000001
0.41,10.58
0.31,11.309999999999999
0.4,10.78
0.7,10.47
0.85,10.07
0.52,10.81
0.47,10.479999999999999
0.47,10.54
0.27,11.13
0.27,10.120000000000001
0.31,10.36
0.32,10.08
0.41,10.64
0.38,11.43
0.49,10.29
0.26,11.59
0.38,11.09
0.54,10.77
0.22,11.41
0.35,10.700000000000001
0.33,9.94
0.39,10.94
0.3,11.16
0.32,10.99
0.27,10.67
0.44,11.030000000000001
0.53,10.06
0.43,9.92
0.46,10.829999999999998
0.46,10.04
0.32,11.32
0.66,10.37
0.28,10.860000000000001
0.26,11.15
0.44,10.610000000000001
0.35,10.23
0.32,10.129999999999999
0.4,11.6
0.54,10.969999999999999
0.34,11.94
0.28,11.38
0.52,10.46
0.41,10.709999999999999
0.33,10.94
0.28,10.73
0.31,11.04
0.21,10.459999999999999
0.34,10.58
0.32,10.87
0.44,10.65
0.35,11.22
0.55,9.979999999999999
0.29,11.57
0.33,10.77
0.41,11.04
0.4,11.08
0.42,10.27
0.58,10.54
0.72,10.03
0.42,11.040000000000001
0.31,10.469999999999999
0.53,10.58
0.39,11.799999999999999
0.42,10.78
0.51,10.47
0.26,11.26
0.33,11.25
0.41,11.379999999999999
0.5,10.38
0.31,10.86
0.51,9.97
0.43,11.3
0.28,11.14
1.08,9.78
0.37,11.13
0.45,11.520000000000001
0.31,10.549999999999999
0.5,10.47
0.46,10.489999999999998
0.34,10.24
0.27,10.370000000000001
0.44,10.46
0.23,11.48
0.37,10.31
0.36,11.46
0.51,10.21
0.37,10.75
0.32,11.299999999999999
0.6,9.93
0.32,10.87
0.33,9.95
0.59,10.46
0.77,9.42
0.52,10.57
0.61,10.190000000000001
0.32,11.969999999999999
0.44,11.520000000000001
0.23,12.51
0.38,10.86
0.52,10.440000000000001
0.42,10.52
0.5,9.9
0.69,10.370000000000001
0.49,10.549999999999999
0.38,10.53
0.75,9.96
0.4,10.389999999999999
0.3,10.77
0.39,10.709999999999999
0.36,10.600000000000001
0.46,10.799999999999999
0.38,10.83
0.34,10.73
0.31,11.41
0.53,10.180000000000001
0.26,11.57
0.38,10.77
0.32,11.76
0.26,11.77
0.54,9.93
0.34,11.09
0.53,9.99
0.37,10.39
0.62,10.280000000000001
0.44,10.46
0.57,9.81
0.31,10.629999999999999
0.51,9.94
0.36,10.72
0.27,10.14
0.4,10.299999999999999
0.31,11.12
0.3,11.83
0.38,10.5
0.43,12.16
0.43,10.72
0.16,11.16
0.25,12.3
0.42,10.84
0.39,11.2
0.38,10.51
0.34,11.46
0.49,10.48
0.38,11.18
0.27,12.23
0.67,10.11
0.41,10.74
0.36,10.870000000000001
0.39,10.58
0.37,10.98
0.3,11.02
0.82,10.23
0.28,10.48
0.33,10.87
0.3,11.83
0.59,10.27
0.48,10.79
0.37,10.600000000000001
