emerg,pop
0.33,10.86
0.22,12.24
0.1,13.31
0.05,11.27
0.06,10.309999999999999
0.05,7.42
0.45,13.450000000000001
0.06,10.209999999999999
3.97,8.549999999999999
0.05,8.43
6.23,7.32
0.1,9.370000000000001
0.05,9.25
0.15,11.9
0.04,9.83
0.05,7.13
0.32,12.73
0.15,11.26
0.16,11.45
0.04,4.96
0.08,10.760000000000002
0.05,12.69
0.06,9.54
0.08,13.05
0.06,7.73
1.5,11.05
1.14,10.969999999999999
0.2,13.760000000000002
0.06,10.47
0.15,12.66
2.24,10.12
0.08,11.93
0.24,11.14
0.27,11.040000000000001
0.05,10.85
0.04,6.69
0.07,11.11
0.07,8.959999999999999
0.07,10.37
5.7,6.829999999999999
4.14,7.72
1.6,11.57
0.09,10.36
0.05,8.629999999999999
0.05,12.04
0.08,9.709999999999999
0.26,11.05
4.56,10.540000000000001
0.05,4.7
0.89,12.62
0.05,7.51
0.05,8.27
0.51,9.94
0.05,10.379999999999999
0.09,12.66
4.8,7.19
0.06,12.219999999999999
0.45,13.040000000000001
5.27,7.130000000000001
0.03,4.06
0.06,9.639999999999999
0.1,10.479999999999999
3.69,8.71
0.06,13.469999999999999
0.47,12.6
2.19,11.610000000000001
0.06,10.53
0.06,7.590000000000001
0.18,12.74
0.05,7.01
0.05,6.58
0.83,12.31
0.34,13.41
0.14,10.36
0.59,11.48
0.04,11.8
0.08,9.61
0.41,11.16
0.7,10.66
0.05,10.67
0.05,12.44
5.36,6.8
0.12,9.57
0.62,12.090000000000002
0.9,11.41
0.48,11.32
0.41,13.55
0.05,7.26
0.06,10.99
0.73,10.610000000000001
0.7,12.91
0.09,9.64
0.06,8.44
0.06,12.549999999999999
0.04,11.94
0.05,9.78
6.31,5.570000000000001
0.42,10.709999999999999
3.79,8.32
0.06,10.73
0.26,11.200000000000001
0.07,6.88
0.18,11.15
0.06,9.75
0.11,12.98
0.05,12.559999999999999
0.23,11.82
0.05,10.18
0.08,8.61
0.07,9.1
0.08,12.15
1.08,11.2
0.05,8.84
0.09,8.44
0.18,11.86
0.1,12.870000000000001
0.13,10.58
0.09,10.51
0.17,10.0
0.05,10.47
0.05,6.09
0.15,11.25
0.05,6.58
0.22,12.37
2.04,10.84
0.06,10.45
0.22,12.37
0.13,11.729999999999999
1.49,10.64
0.07,9.15
0.1,12.3
0.05,11.52
3.35,9.33
0.63,11.659999999999998
0.05,6.67
0.05,5.88
